area	value	unit	zb	updateTime
甘肃省	0.0	万吨	秋收粮食产量	2022
甘肃省	0.0	万吨	秋收粮食产量	2021
甘肃省	0.0	万吨	秋收粮食产量	2020
甘肃省	327.5	万吨	秋收粮食产量	2019
甘肃省	320.97383250169	万吨	秋收粮食产量	2018
甘肃省	301.916418511359	万吨	秋收粮食产量	2017
甘肃省	303.079809841737	万吨	秋收粮食产量	2016
甘肃省	321.935275455782	万吨	秋收粮食产量	2015
甘肃省	306.872138579531	万吨	秋收粮食产量	2014
甘肃省	275.862687531023	万吨	秋收粮食产量	2013
甘肃省	310.268847019782	万吨	秋收粮食产量	2012
甘肃省	304.417356933141	万吨	秋收粮食产量	2011
甘肃省	308.073831405845	万吨	秋收粮食产量	2010
甘肃省	314.963407363972	万吨	秋收粮食产量	2009
甘肃省	340.382230690063	万吨	秋收粮食产量	2008
甘肃省	307.335975601174	万吨	秋收粮食产量	2007
甘肃省	339.12	万吨	秋收粮食产量	2006
甘肃省	338.01	万吨	秋收粮食产量	2005
甘肃省	336.94	万吨	秋收粮食产量	2004
甘肃省	333.31	万吨	秋收粮食产量	2003
青海省	0.0	万吨	秋收粮食产量	2022
青海省	0.0	万吨	秋收粮食产量	2021
青海省	0.0	万吨	秋收粮食产量	2020
青海省	0.0	万吨	秋收粮食产量	2019
青海省	0.0	万吨	秋收粮食产量	2018
青海省	0.0	万吨	秋收粮食产量	2017
青海省	0.0	万吨	秋收粮食产量	2016
青海省	0.0	万吨	秋收粮食产量	2015
青海省	0.0	万吨	秋收粮食产量	2014
青海省	0.0	万吨	秋收粮食产量	2013
青海省	0.0	万吨	秋收粮食产量	2012
青海省	0.0	万吨	秋收粮食产量	2011
青海省	0.0	万吨	秋收粮食产量	2010
青海省	0.0	万吨	秋收粮食产量	2009
青海省	0.0	万吨	秋收粮食产量	2008
青海省	0.0	万吨	秋收粮食产量	2007
青海省	0.0	万吨	秋收粮食产量	2006
青海省	0.0	万吨	秋收粮食产量	2005
青海省	0.0	万吨	秋收粮食产量	2004
青海省	0.0	万吨	秋收粮食产量	2003
宁夏回族自治区	0.0	万吨	秋收粮食产量	2022
宁夏回族自治区	0.0	万吨	秋收粮食产量	2021
宁夏回族自治区	0.0	万吨	秋收粮食产量	2020
宁夏回族自治区	36.2	万吨	秋收粮食产量	2019
宁夏回族自治区	43.35	万吨	秋收粮食产量	2018
宁夏回族自治区	38.82	万吨	秋收粮食产量	2017
宁夏回族自治区	39.0	万吨	秋收粮食产量	2016
宁夏回族自治区	40.46375408	万吨	秋收粮食产量	2015
宁夏回族自治区	41.48957388	万吨	秋收粮食产量	2014
宁夏回族自治区	47.3168	万吨	秋收粮食产量	2013
宁夏回族自治区	63.1392	万吨	秋收粮食产量	2012
宁夏回族自治区	64.1658	万吨	秋收粮食产量	2011
宁夏回族自治区	71.8175	万吨	秋收粮食产量	2010
宁夏回族自治区	75.0536	万吨	秋收粮食产量	2009
宁夏回族自治区	66.0647	万吨	秋收粮食产量	2008
宁夏回族自治区	62.95649904	万吨	秋收粮食产量	2007
宁夏回族自治区	87.61	万吨	秋收粮食产量	2006
宁夏回族自治区	84.6	万吨	秋收粮食产量	2005
宁夏回族自治区	87.7	万吨	秋收粮食产量	2004
宁夏回族自治区	83.7	万吨	秋收粮食产量	2003
新疆维吾尔自治区	0.0	万吨	秋收粮食产量	2022
新疆维吾尔自治区	0.0	万吨	秋收粮食产量	2021
新疆维吾尔自治区	0.0	万吨	秋收粮食产量	2020
新疆维吾尔自治区	579.3	万吨	秋收粮食产量	2019
新疆维吾尔自治区	574.196531472117	万吨	秋收粮食产量	2018
新疆维吾尔自治区	613.083396098133	万吨	秋收粮食产量	2017
新疆维吾尔自治区	682.842235736746	万吨	秋收粮食产量	2016
新疆维吾尔自治区	696.645081659496	万吨	秋收粮食产量	2015
新疆维吾尔自治区	634.549335455274	万吨	秋收粮食产量	2014
新疆维吾尔自治区	634.941440942245	万吨	秋收粮食产量	2013
新疆维吾尔自治区	573.555121648989	万吨	秋收粮食产量	2012
新疆维吾尔自治区	606.701345071961	万吨	秋收粮食产量	2011
新疆维吾尔自治区	606.58438321417	万吨	秋收粮食产量	2010
新疆维吾尔自治区	620.49974860789	万吨	秋收粮食产量	2009
新疆维吾尔自治区	392.856805424887	万吨	秋收粮食产量	2008
新疆维吾尔自治区	354.711921941468	万吨	秋收粮食产量	2007
新疆维吾尔自治区	414.08	万吨	秋收粮食产量	2006
新疆维吾尔自治区	406.46	万吨	秋收粮食产量	2005
新疆维吾尔自治区	360.5	万吨	秋收粮食产量	2004
新疆维吾尔自治区	358.43	万吨	秋收粮食产量	2003
北京市	0.0	千公顷	夏收粮食播种面积	2022
北京市	0.0	千公顷	夏收粮食播种面积	2021
北京市	0.0	千公顷	夏收粮食播种面积	2020
北京市	8.2	千公顷	夏收粮食播种面积	2019
北京市	10.1404	千公顷	夏收粮食播种面积	2018
北京市	11.446	千公顷	夏收粮食播种面积	2017
北京市	15.9584466666667	千公顷	夏收粮食播种面积	2016
北京市	20.7808666666667	千公顷	夏收粮食播种面积	2015
北京市	23.5842	千公顷	夏收粮食播种面积	2014
北京市	36.2150666666667	千公顷	夏收粮食播种面积	2013
北京市	52.2026	千公顷	夏收粮食播种面积	2012
北京市	58.1447333333333	千公顷	夏收粮食播种面积	2011
北京市	61.5853333333333	千公顷	夏收粮食播种面积	2010
北京市	60.5682	千公顷	夏收粮食播种面积	2009
北京市	63.8998	千公顷	夏收粮食播种面积	2008
北京市	41.3528	千公顷	夏收粮食播种面积	2007
北京市	63.07	千公顷	夏收粮食播种面积	2006
北京市	53.4	千公顷	夏收粮食播种面积	2005
北京市	39.16	千公顷	夏收粮食播种面积	2004
北京市	35.88	千公顷	夏收粮食播种面积	2003
天津市	0.0	千公顷	夏收粮食播种面积	2022
天津市	0.0	千公顷	夏收粮食播种面积	2021
天津市	0.0	千公顷	夏收粮食播种面积	2020
天津市	101.1	千公顷	夏收粮食播种面积	2019
天津市	110.839884333337	千公顷	夏收粮食播种面积	2018
天津市	108.76712855987	千公顷	夏收粮食播种面积	2017
天津市	107.290234	千公顷	夏收粮食播种面积	2016
天津市	105.969874034914	千公顷	夏收粮食播种面积	2015
天津市	108.0	千公顷	夏收粮食播种面积	2014
天津市	107.843963829818	千公顷	夏收粮食播种面积	2013
天津市	110.888606796893	千公顷	夏收粮食播种面积	2012
天津市	110.421420934714	千公顷	夏收粮食播种面积	2011
天津市	109.3	千公顷	夏收粮食播种面积	2010
天津市	109.097788796115	千公顷	夏收粮食播种面积	2009
天津市	106.977198502247	千公顷	夏收粮食播种面积	2008
天津市	104.502422138934	千公顷	夏收粮食播种面积	2007
天津市	103.4	千公顷	夏收粮食播种面积	2006
天津市	98.86	千公顷	夏收粮食播种面积	2005
天津市	78.9602	千公顷	夏收粮食播种面积	2004
天津市	78.3	千公顷	夏收粮食播种面积	2003
河北省	0.0	千公顷	夏收粮食播种面积	2022
河北省	0.0	千公顷	夏收粮食播种面积	2021
河北省	0.0	千公顷	夏收粮食播种面积	2020
河北省	2346.7	千公顷	夏收粮食播种面积	2019
河北省	2385.067	千公顷	夏收粮食播种面积	2018
河北省	2400.52667963337	千公顷	夏收粮食播种面积	2017
河北省	2408.26536979764	千公顷	夏收粮食播种面积	2016
河北省	2413.47659164934	千公顷	夏收粮食播种面积	2015
河北省	2421.65903287789	千公顷	夏收粮食播种面积	2014
河北省	2450.34238517364	千公顷	夏收粮食播种面积	2013
河北省	2476.89943445221	千公顷	夏收粮食播种面积	2012
河北省	2455.28583832058	千公顷	夏收粮食播种面积	2011
河北省	2472.74057596039	千公顷	夏收粮食播种面积	2010
河北省	2418.50045428132	千公顷	夏收粮食播种面积	2009
河北省	2451.71156370907	千公顷	夏收粮食播种面积	2008
河北省	2441.04256564875	千公顷	夏收粮食播种面积	2007
河北省	2535.61	千公顷	夏收粮食播种面积	2006
河北省	2415.37	千公顷	夏收粮食播种面积	2005
河北省	2200.45	千公顷	夏收粮食播种面积	2004
河北省	2232.93	千公顷	夏收粮食播种面积	2003
山西省	0.0	千公顷	夏收粮食播种面积	2022
山西省	0.0	千公顷	夏收粮食播种面积	2021
山西省	0.0	千公顷	夏收粮食播种面积	2020
山西省	554.8	千公顷	夏收粮食播种面积	2019
山西省	569.193333333333	千公顷	夏收粮食播种面积	2018
山西省	570.123664201475	千公顷	夏收粮食播种面积	2017
山西省	573.546666666668	千公顷	夏收粮食播种面积	2016
山西省	585.005673241891	千公顷	夏收粮食播种面积	2015
山西省	594.421136814867	千公顷	夏收粮食播种面积	2014
山西省	609.940702598588	千公顷	夏收粮食播种面积	2013
山西省	637.265977547038	千公顷	夏收粮食播种面积	2012
山西省	668.297039765999	千公顷	夏收粮食播种面积	2011
山西省	699.136551216309	千公顷	夏收粮食播种面积	2010
山西省	709.375143458024	千公顷	夏收粮食播种面积	2009
山西省	692.857804105952	千公顷	夏收粮食播种面积	2008
山西省	720.764312442554	千公顷	夏收粮食播种面积	2007
山西省	687.35	千公顷	夏收粮食播种面积	2006
山西省	746.45	千公顷	夏收粮食播种面积	2005
山西省	674.34	千公顷	夏收粮食播种面积	2004
山西省	749.07	千公顷	夏收粮食播种面积	2003
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2022
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2021
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2020
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2019
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2018
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2017
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2016
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2015
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2014
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2013
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2012
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2011
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2010
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2009
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2008
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2007
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2006
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2005
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2004
内蒙古自治区	0.0	千公顷	夏收粮食播种面积	2003
辽宁省	0.0	千公顷	夏收粮食播种面积	2022
辽宁省	0.0	千公顷	夏收粮食播种面积	2021
辽宁省	0.0	千公顷	夏收粮食播种面积	2020
辽宁省	0.0	千公顷	夏收粮食播种面积	2019
辽宁省	0.0	千公顷	夏收粮食播种面积	2018
辽宁省	0.0	千公顷	夏收粮食播种面积	2017
辽宁省	0.0	千公顷	夏收粮食播种面积	2016
辽宁省	0.0	千公顷	夏收粮食播种面积	2015
辽宁省	0.0	千公顷	夏收粮食播种面积	2014
辽宁省	0.0	千公顷	夏收粮食播种面积	2013
辽宁省	0.0	千公顷	夏收粮食播种面积	2012
辽宁省	0.0	千公顷	夏收粮食播种面积	2011
辽宁省	0.0	千公顷	夏收粮食播种面积	2010
辽宁省	0.0	千公顷	夏收粮食播种面积	2009
辽宁省	0.0	千公顷	夏收粮食播种面积	2008
辽宁省	0.0	千公顷	夏收粮食播种面积	2007
辽宁省	72.2	千公顷	夏收粮食播种面积	2006
辽宁省	77.5	千公顷	夏收粮食播种面积	2005
辽宁省	79.5	千公顷	夏收粮食播种面积	2004
辽宁省	107.066666666667	千公顷	夏收粮食播种面积	2003
吉林省	0.0	千公顷	夏收粮食播种面积	2022
吉林省	0.0	千公顷	夏收粮食播种面积	2021
吉林省	0.0	千公顷	夏收粮食播种面积	2020
吉林省	0.0	千公顷	夏收粮食播种面积	2019
吉林省	0.0	千公顷	夏收粮食播种面积	2018
吉林省	0.0	千公顷	夏收粮食播种面积	2017
吉林省	0.0	千公顷	夏收粮食播种面积	2016
吉林省	0.0	千公顷	夏收粮食播种面积	2015
吉林省	0.0	千公顷	夏收粮食播种面积	2014
吉林省	0.0	千公顷	夏收粮食播种面积	2013
吉林省	0.0	千公顷	夏收粮食播种面积	2012
吉林省	0.0	千公顷	夏收粮食播种面积	2011
吉林省	0.0	千公顷	夏收粮食播种面积	2010
吉林省	0.0	千公顷	夏收粮食播种面积	2009
吉林省	0.0	千公顷	夏收粮食播种面积	2008
吉林省	0.0	千公顷	夏收粮食播种面积	2007
吉林省	0.0	千公顷	夏收粮食播种面积	2006
吉林省	0.0	千公顷	夏收粮食播种面积	2005
吉林省	0.0	千公顷	夏收粮食播种面积	2004
吉林省	0.0	千公顷	夏收粮食播种面积	2003
黑龙江省	0.0	千公顷	夏收粮食播种面积	2022
黑龙江省	0.0	千公顷	夏收粮食播种面积	2021
黑龙江省	0.0	千公顷	夏收粮食播种面积	2020
黑龙江省	0.0	千公顷	夏收粮食播种面积	2019
黑龙江省	0.0	千公顷	夏收粮食播种面积	2018
黑龙江省	0.0	千公顷	夏收粮食播种面积	2017
黑龙江省	0.0	千公顷	夏收粮食播种面积	2016
黑龙江省	0.0	千公顷	夏收粮食播种面积	2015
黑龙江省	0.0	千公顷	夏收粮食播种面积	2014
黑龙江省	0.0	千公顷	夏收粮食播种面积	2013
黑龙江省	0.0	千公顷	夏收粮食播种面积	2012
黑龙江省	0.0	千公顷	夏收粮食播种面积	2011
黑龙江省	0.0	千公顷	夏收粮食播种面积	2010
黑龙江省	0.0	千公顷	夏收粮食播种面积	2009
黑龙江省	0.0	千公顷	夏收粮食播种面积	2008
黑龙江省	0.0	千公顷	夏收粮食播种面积	2007
黑龙江省	0.0	千公顷	夏收粮食播种面积	2006
黑龙江省	0.0	千公顷	夏收粮食播种面积	2005
黑龙江省	0.0	千公顷	夏收粮食播种面积	2004
黑龙江省	0.0	千公顷	夏收粮食播种面积	2003
上海市	0.0	千公顷	夏收粮食播种面积	2022
上海市	0.0	千公顷	夏收粮食播种面积	2021
上海市	0.0	千公顷	夏收粮食播种面积	2020
上海市	10.9	千公顷	夏收粮食播种面积	2019
上海市	23.212858	千公顷	夏收粮食播种面积	2018
上海市	24.5506168414967	千公顷	夏收粮食播种面积	2017
上海市	45.9751746666667	千公顷	夏收粮食播种面积	2016
上海市	62.9737364056013	千公顷	夏收粮食播种面积	2015
上海市	66.7094629702228	千公顷	夏收粮食播种面积	2014
上海市	66.6937057392161	千公顷	夏收粮食播种面积	2013
上海市	81.905523337575	千公顷	夏收粮食播种面积	2012
上海市	79.8822267967941	千公顷	夏收粮食播种面积	2011
上海市	70.0668521553832	千公顷	夏收粮食播种面积	2010
上海市	84.4127497401941	千公顷	夏收粮食播种面积	2009
上海市	59.3091401430207	千公顷	夏收粮食播种面积	2008
上海市	52.5562964363864	千公顷	夏收粮食播种面积	2007
上海市	43.91	千公顷	夏收粮食播种面积	2006
上海市	41.17	千公顷	夏收粮食播种面积	2005
上海市	32.52	千公顷	夏收粮食播种面积	2004
上海市	31.47	千公顷	夏收粮食播种面积	2003
江苏省	0.0	千公顷	夏收粮食播种面积	2022
江苏省	0.0	千公顷	夏收粮食播种面积	2021
江苏省	0.0	千公顷	夏收粮食播种面积	2020
江苏省	2451.1	千公顷	夏收粮食播种面积	2019
江苏省	2501.49	千公顷	夏收粮食播种面积	2018
江苏省	2514.2	千公顷	夏收粮食播种面积	2017
江苏省	2551.37273506667	千公顷	夏收粮食播种面积	2016
江苏省	2539.05	千公顷	夏收粮食播种面积	2015
江苏省	2504.79666666667	千公顷	夏收粮食播种面积	2014
江苏省	2498.65	千公顷	夏收粮食播种面积	2013
江苏省	2480.42666666667	千公顷	夏收粮食播种面积	2012
江苏省	2434.12333333333	千公顷	夏收粮食播种面积	2011
江苏省	2404.11	千公顷	夏收粮食播种面积	2010
江苏省	2356.5	千公顷	夏收粮食播种面积	2009
江苏省	2330.26	千公顷	夏收粮食播种面积	2008
江苏省	2273.08	千公顷	夏收粮食播种面积	2007
江苏省	2205.57333333333	千公顷	夏收粮食播种面积	2006
江苏省	1995.33	千公顷	夏收粮食播种面积	2005
江苏省	1922.01	千公顷	夏收粮食播种面积	2004
江苏省	1954.19	千公顷	夏收粮食播种面积	2003
浙江省	0.0	千公顷	夏收粮食播种面积	2022
浙江省	0.0	千公顷	夏收粮食播种面积	2021
浙江省	0.0	千公顷	夏收粮食播种面积	2020
浙江省	127.4	千公顷	夏收粮食播种面积	2019
浙江省	129.75	千公顷	夏收粮食播种面积	2018
浙江省	162.276091406585	千公顷	夏收粮食播种面积	2017
浙江省	145.322838904358	千公顷	夏收粮食播种面积	2016
浙江省	161.128017271706	千公顷	夏收粮食播种面积	2015
浙江省	156.089180728074	千公顷	夏收粮食播种面积	2014
浙江省	147.142585701662	千公顷	夏收粮食播种面积	2013
浙江省	147.359032496038	千公顷	夏收粮食播种面积	2012
浙江省	154.991128371443	千公顷	夏收粮食播种面积	2011
浙江省	150.199426334085	千公顷	夏收粮食播种面积	2010
浙江省	150.157019392736	千公顷	夏收粮食播种面积	2009
浙江省	141.133846768793	千公顷	夏收粮食播种面积	2008
浙江省	138.777674690841	千公顷	夏收粮食播种面积	2007
浙江省	99.68	千公顷	夏收粮食播种面积	2006
浙江省	144.48	千公顷	夏收粮食播种面积	2005
浙江省	126.18	千公顷	夏收粮食播种面积	2004
浙江省	152.46	千公顷	夏收粮食播种面积	2003
安徽省	0.0	千公顷	夏收粮食播种面积	2022
安徽省	0.0	千公顷	夏收粮食播种面积	2021
安徽省	0.0	千公顷	夏收粮食播种面积	2020
安徽省	2836.4	千公顷	夏收粮食播种面积	2019
安徽省	2876.31	千公顷	夏收粮食播种面积	2018
安徽省	2823.47055563319	千公顷	夏收粮食播种面积	2017
安徽省	2888.13598466667	千公顷	夏收粮食播种面积	2016
安徽省	2858.76387473401	千公顷	夏收粮食播种面积	2015
安徽省	2753.94715665627	千公顷	夏收粮食播种面积	2014
安徽省	2754.13172209501	千公顷	夏收粮食播种面积	2013
安徽省	2694.19559226585	千公顷	夏收粮食播种面积	2012
安徽省	2625.4389511098	千公顷	夏收粮食播种面积	2011
安徽省	2572.54178864476	千公顷	夏收粮食播种面积	2010
安徽省	2520.1913520904	千公顷	夏收粮食播种面积	2009
安徽省	2465.99909196369	千公顷	夏收粮食播种面积	2008
安徽省	2424.46884540367	千公顷	夏收粮食播种面积	2007
安徽省	2381.71	千公顷	夏收粮食播种面积	2006
安徽省	2268.5	千公顷	夏收粮食播种面积	2005
安徽省	2220.93	千公顷	夏收粮食播种面积	2004
安徽省	2189.5	千公顷	夏收粮食播种面积	2003
福建省	0.0	千公顷	夏收粮食播种面积	2022
福建省	0.0	千公顷	夏收粮食播种面积	2021
福建省	0.0	千公顷	夏收粮食播种面积	2020
福建省	53.2	千公顷	夏收粮食播种面积	2019
福建省	50.4759333333333	千公顷	夏收粮食播种面积	2018
福建省	49.1690655351311	千公顷	夏收粮食播种面积	2017
福建省	49.0432160962567	千公顷	夏收粮食播种面积	2016
福建省	51.4831352114348	千公顷	夏收粮食播种面积	2015
福建省	53.955908881999	千公顷	夏收粮食播种面积	2014
福建省	56.7321308533708	千公顷	夏收粮食播种面积	2013
福建省	59.730091687952	千公顷	夏收粮食播种面积	2012
福建省	63.6461604814059	千公顷	夏收粮食播种面积	2011
福建省	66.3305109610733	千公顷	夏收粮食播种面积	2010
福建省	68.7659635696202	千公顷	夏收粮食播种面积	2009
福建省	66.6257020414451	千公顷	夏收粮食播种面积	2008
福建省	69.5775842311803	千公顷	夏收粮食播种面积	2007
福建省	91.0238	千公顷	夏收粮食播种面积	2006
福建省	111.82	千公顷	夏收粮食播种面积	2005
福建省	110.94	千公顷	夏收粮食播种面积	2004
福建省	117.42	千公顷	夏收粮食播种面积	2003
江西省	0.0	千公顷	夏收粮食播种面积	2022
江西省	0.0	千公顷	夏收粮食播种面积	2021
江西省	0.0	千公顷	夏收粮食播种面积	2020
江西省	70.2	千公顷	夏收粮食播种面积	2019
江西省	70.2	千公顷	夏收粮食播种面积	2018
江西省	69.5438809416593	千公顷	夏收粮食播种面积	2017
江西省	68.3129646666666	千公顷	夏收粮食播种面积	2016
江西省	64.805464314496	千公顷	夏收粮食播种面积	2015
江西省	59.1390262070256	千公顷	夏收粮食播种面积	2014
江西省	61.4845678353236	千公顷	夏收粮食播种面积	2013
江西省	59.1308849668015	千公顷	夏收粮食播种面积	2012
江西省	52.826739928046	千公顷	夏收粮食播种面积	2011
江西省	54.4245340609874	千公顷	夏收粮食播种面积	2010
江西省	56.6291171400418	千公顷	夏收粮食播种面积	2009
江西省	61.8286742265581	千公顷	夏收粮食播种面积	2008
江西省	64.2582920717591	千公顷	夏收粮食播种面积	2007
江西省	57.721	千公顷	夏收粮食播种面积	2006
江西省	70.0	千公顷	夏收粮食播种面积	2005
江西省	70.67	千公顷	夏收粮食播种面积	2004
江西省	85.6	千公顷	夏收粮食播种面积	2003
山东省	0.0	千公顷	夏收粮食播种面积	2022
山东省	0.0	千公顷	夏收粮食播种面积	2021
山东省	0.0	千公顷	夏收粮食播种面积	2020
山东省	4002.7	千公顷	夏收粮食播种面积	2019
山东省	4059.95639166667	千公顷	夏收粮食播种面积	2018
山东省	4086.10853076917	千公顷	夏收粮食播种面积	2017
山东省	4070.0	千公顷	夏收粮食播种面积	2016
山东省	4036.32998238498	千公顷	夏收粮食播种面积	2015
山东省	3926.0448151229	千公顷	夏收粮食播种面积	2014
山东省	3832.46120933067	千公顷	夏收粮食播种面积	2013
山东省	3760.28337114096	千公顷	夏收粮食播种面积	2012
山东省	3705.23693225539	千公顷	夏收粮食播种面积	2011
山东省	3650.94997804402	千公顷	夏收粮食播种面积	2010
山东省	3610.63486469481	千公顷	夏收粮食播种面积	2009
山东省	3569.67827566361	千公顷	夏收粮食播种面积	2008
山东省	3541.21832361903	千公顷	夏收粮食播种面积	2007
山东省	3557.52	千公顷	夏收粮食播种面积	2006
山东省	3279.93	千公顷	夏收粮食播种面积	2005
山东省	2969.15	千公顷	夏收粮食播种面积	2004
山东省	3106.1	千公顷	夏收粮食播种面积	2003
河南省	0.0	千公顷	夏收粮食播种面积	2022
河南省	0.0	千公顷	夏收粮食播种面积	2021
河南省	0.0	千公顷	夏收粮食播种面积	2020
河南省	5718.7	千公顷	夏收粮食播种面积	2019
河南省	5770.11	千公顷	夏收粮食播种面积	2018
河南省	5741.31161237698	千公顷	夏收粮食播种面积	2017
河南省	5730.23988000667	千公顷	夏收粮食播种面积	2016
河南省	5648.59909540008	千公顷	夏收粮食播种面积	2015
河南省	5606.82569600215	千公顷	夏收粮食播种面积	2014
河南省	5543.70329486692	千公顷	夏收粮食播种面积	2013
河南省	5494.65785502935	千公顷	夏收粮食播种面积	2012
河南省	5459.3521757918	千公顷	夏收粮食播种面积	2011
河南省	5390.69000037962	千公顷	夏收粮食播种面积	2010
河南省	5351.21012828063	千公顷	夏收粮食播种面积	2009
河南省	5319.96778340216	千公顷	夏收粮食播种面积	2008
河南省	5266.74623880597	千公顷	夏收粮食播种面积	2007
河南省	5242.71333333333	千公顷	夏收粮食播种面积	2006
河南省	5027.33	千公顷	夏收粮食播种面积	2005
河南省	4938.67	千公顷	夏收粮食播种面积	2004
河南省	4896.67	千公顷	夏收粮食播种面积	2003
湖北省	0.0	千公顷	夏收粮食播种面积	2022
湖北省	0.0	千公顷	夏收粮食播种面积	2021
湖北省	0.0	千公顷	夏收粮食播种面积	2020
湖北省	1253.7	千公顷	夏收粮食播种面积	2019
湖北省	1321.33	千公顷	夏收粮食播种面积	2018
湖北省	1363.18766640501	千公顷	夏收粮食播种面积	2017
湖北省	1344.80774367259	千公顷	夏收粮食播种面积	2016
湖北省	1337.42102825555	千公顷	夏收粮食播种面积	2015
湖北省	1323.75146891903	千公顷	夏收粮食播种面积	2014
湖北省	1344.31512955036	千公顷	夏收粮食播种面积	2013
湖北省	1305.64856053197	千公顷	夏收粮食播种面积	2012
湖北省	1264.37969791271	千公顷	夏收粮食播种面积	2011
湖北省	1232.27009070352	千公顷	夏收粮食播种面积	2010
湖北省	1201.46138160378	千公顷	夏收粮食播种面积	2009
湖北省	1191.6274798471	千公顷	夏收粮食播种面积	2008
湖北省	1297.23923568408	千公顷	夏收粮食播种面积	2007
湖北省	1244.83	千公顷	夏收粮食播种面积	2006
湖北省	1052.12	千公顷	夏收粮食播种面积	2005
湖北省	942.22	千公顷	夏收粮食播种面积	2004
湖北省	965.02	千公顷	夏收粮食播种面积	2003
湖南省	0.0	千公顷	夏收粮食播种面积	2022
湖南省	0.0	千公顷	夏收粮食播种面积	2021
湖南省	0.0	千公顷	夏收粮食播种面积	2020
湖南省	102.5	千公顷	夏收粮食播种面积	2019
湖南省	123.7	千公顷	夏收粮食播种面积	2018
湖南省	135.94	千公顷	夏收粮食播种面积	2017
湖南省	126.186666666667	千公顷	夏收粮食播种面积	2016
湖南省	157.542666666667	千公顷	夏收粮食播种面积	2015
湖南省	172.012666666667	千公顷	夏收粮食播种面积	2014
湖南省	166.546666666667	千公顷	夏收粮食播种面积	2013
湖南省	165.056666666667	千公顷	夏收粮食播种面积	2012
湖南省	176.54	千公顷	夏收粮食播种面积	2011
湖南省	183.186666666667	千公顷	夏收粮食播种面积	2010
湖南省	169.293333333333	千公顷	夏收粮食播种面积	2009
湖南省	129.993333333333	千公顷	夏收粮食播种面积	2008
湖南省	131.3	千公顷	夏收粮食播种面积	2007
湖南省	133.5	千公顷	夏收粮食播种面积	2006
湖南省	242.9	千公顷	夏收粮食播种面积	2005
湖南省	258.9	千公顷	夏收粮食播种面积	2004
湖南省	265.46	千公顷	夏收粮食播种面积	2003
广东省	0.0	千公顷	夏收粮食播种面积	2022
广东省	0.0	千公顷	夏收粮食播种面积	2021
广东省	0.0	千公顷	夏收粮食播种面积	2020
广东省	135.9	千公顷	夏收粮食播种面积	2019
广东省	136.82	千公顷	夏收粮食播种面积	2018
广东省	137.79	千公顷	夏收粮食播种面积	2017
广东省	138.882333333333	千公顷	夏收粮食播种面积	2016
广东省	159.431263146412	千公顷	夏收粮食播种面积	2015
广东省	163.796255237183	千公顷	夏收粮食播种面积	2014
广东省	170.141632392293	千公顷	夏收粮食播种面积	2013
广东省	179.29245082599	千公顷	夏收粮食播种面积	2012
广东省	181.199612913308	千公顷	夏收粮食播种面积	2011
广东省	187.106902076806	千公顷	夏收粮食播种面积	2010
广东省	192.455084111598	千公顷	夏收粮食播种面积	2009
广东省	195.73138786812	千公顷	夏收粮食播种面积	2008
广东省	206.199877726204	千公顷	夏收粮食播种面积	2007
广东省	215.633333333333	千公顷	夏收粮食播种面积	2006
广东省	220.8	千公顷	夏收粮食播种面积	2005
广东省	220.2	千公顷	夏收粮食播种面积	2004
广东省	227.2	千公顷	夏收粮食播种面积	2003
广西壮族自治区	0.0	千公顷	夏收粮食播种面积	2022
广西壮族自治区	0.0	千公顷	夏收粮食播种面积	2021
广西壮族自治区	0.0	千公顷	夏收粮食播种面积	2020
广西壮族自治区	104.6	千公顷	夏收粮食播种面积	2019
广西壮族自治区	107.3	千公顷	夏收粮食播种面积	2018
广西壮族自治区	108.876061933333	千公顷	夏收粮食播种面积	2017
广西壮族自治区	111.230153764316	千公顷	夏收粮食播种面积	2016
广西壮族自治区	121.388822443888	千公顷	夏收粮食播种面积	2015
广西壮族自治区	122.539725467143	千公顷	夏收粮食播种面积	2014
广西壮族自治区	115.9970362354	千公顷	夏收粮食播种面积	2013
广西壮族自治区	101.958669406633	千公顷	夏收粮食播种面积	2012
广西壮族自治区	96.653650879207	千公顷	夏收粮食播种面积	2011
广西壮族自治区	96.2589240034973	千公顷	夏收粮食播种面积	2010
广西壮族自治区	61.6412759889571	千公顷	夏收粮食播种面积	2009
